,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
4585,Hatchback,63000,Manual,1,Hyundai,2015,545000.0,Third Party,Diesel,9,24.0,1120.0,70.0,160.0,maroon,3.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4586,Hatchback,114676,Manual,2,Hyundai,2015,588000.0,Comprehensive,Diesel,9,22.54,1396.0,88.73,219.7,white,4.0,4.0,Yes,3985.0,1734.0,1505.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4587,Hatchback,82662,Manual,1,Hyundai,2019,747000.0,Third Party,Diesel,9,22.54,1396.0,88.76,224.0,silver,4.0,4.0,Yes,3985.0,1734.0,1505.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4588,Hatchback,50000,Manual,2,Maruti,2014,280000.0,Third Party,Petrol,9,23.95,998.0,67.05,90.0,others,3.0,4.0,No,3545.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4589,MUV,66518,Manual,1,Renault,2019,633000.0,Third Party,Petrol,9,20.0,999.0,71.01,96.0,silver,3.0,4.0,No,3991.0,1739.0,1643.0,2515.9687699171445,5.0,7.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4590,Sedan,57927,Manual,1,Honda,2017,814000.0,Comprehensive,Petrol,9,17.8,1497.0,117.3,145.0,silver,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4591,Sedan,40000,Manual,1,Maruti,2019,900000.0,Third Party,Petrol,9,21.56,1462.0,103.25,138.0,others,4.0,4.0,No,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4592,Hatchback,16115,Manual,1,Tata,2021,605000.0,Comprehensive,Petrol,9,19.01,1199.0,84.82,113.0,others,3.0,4.0,No,3765.0,1677.0,1535.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4593,Hatchback,50829,Manual,2,Hyundai,2009,270000.0,Not Available,Petrol,9,20.36,1197.0,78.9,111.8,red,4.0,4.0,No,3565.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4594,Hatchback,25467,Manual,1,Hyundai,2019,622000.0,Comprehensive,Petrol,9,20.7,1197.0,81.86,113.8,others,4.0,4.0,No,3805.0,1680.0,1520.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4595,Hatchback,71071,Manual,1,Maruti,2020,317000.0,Third Party,Petrol,8,22.05,796.0,47.33,69.0,silver,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4596,Sedan,55000,Manual,1,Hyundai,2016,795000.0,Third Party,Petrol,9,17.01,1591.0,121.3,154.9,silver,4.0,4.0,No,4375.0,1700.0,1475.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4597,Hatchback,55563,Manual,2,Hyundai,2017,602000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,white,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4598,Hatchback,54000,Automatic,1,Hyundai,2015,575000.0,Third Party,Petrol,9,18.9,1197.0,82.0,114.0,orange,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,4.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4599,Hatchback,70000,Manual,2,Hyundai,2019,675000.0,Third Party,Petrol,9,18.6,1197.0,81.86,114.73,others,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4600,Sedan,54000,Automatic,1,Volvo,2017,1998999.0,Third Party,Diesel,9,27.03,1969.0,190.0,400.0,black,4.0,4.0,Yes,4635.0,2097.0,1484.0,2776.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4601,SUV,41000,Automatic,1,Ford,2016,750000.0,Third Party,Petrol,9,14.7,1496.0,120.69,149.0,gray,3.0,4.0,No,3998.0,1765.0,1647.0,2519.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4602,Hatchback,70000,Manual,2,Hyundai,2011,350000.0,Third Party,Petrol,9,18.5,1197.0,103.7259811197063,11.4,others,4.0,4.0,No,3940.0,1710.0,1505.0,2.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4603,Hatchback,62500,Manual,1,Maruti,2020,749000.0,Third Party,Petrol,9,21.01,1197.0,81.8,113.0,red,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4604,Hatchback,20000,Manual,1,Hyundai,2021,550000.0,Third Party,Petrol,9,20.3,1086.0,68.05,99.0,others,4.0,3.0,No,3610.0,1645.0,1560.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4605,Hatchback,60350,Manual,1,Hyundai,2016,599000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,white,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4606,Hatchback,52266,Manual,1,Hyundai,2015,570000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,red,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4607,Sedan,58431,Manual,1,Maruti,2018,894999.0,Third Party,Diesel,9,28.09,1248.0,88.5,200.0,blue,4.0,4.0,Yes,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4608,Sedan,41372,Automatic,1,Honda,2017,1011000.0,Third Party,Petrol,9,18.0,1497.0,117.3,145.0,silver,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4609,Hatchback,46863,Manual,2,Maruti,2014,267000.0,Third Party,Petrol,8,22.05,796.0,47.33,69.0,silver,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4610,Sedan,66500,Automatic,1,Nissan,2014,570000.0,Third Party,Petrol,9,17.97,1498.0,99.6,134.0,silver,4.0,4.0,No,4455.0,1695.0,1515.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4611,Hatchback,49374,Manual,2,Hyundai,2014,369000.0,Third Party,Petrol,9,19.81,1086.0,68.05,99.04,silver,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4612,Sedan,120000,Manual,2,Skoda,2012,360000.0,Third Party,Diesel,8,20.5,1598.0,103.5,250.0,others,4.0,4.0,Yes,4386.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4613,Hatchback,62832,Manual,1,Tata,2021,605000.0,Third Party,Petrol,9,19.01,1199.0,84.82,113.0,silver,3.0,4.0,No,3765.0,1677.0,1535.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4614,Hatchback,61155,Manual,2,Hyundai,2016,585000.0,Third Party,Petrol,9,18.6,1197.0,81.83,114.7,silver,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4615,Hatchback,75000,Automatic,1,BMW,2014,1798999.0,Third Party,Diesel,9,20.58,1995.0,143.0,320.0,red,4.0,4.0,Yes,4324.0,1984.0,1421.0,2690.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4616,Hatchback,12045,Manual,2,Maruti,2021,723000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,silver,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4617,Sedan,60700,Manual,1,Maruti,2020,894999.0,Third Party,Petrol,9,20.65,1462.0,103.25,138.0,white,4.0,4.0,No,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4618,Sedan,85000,Automatic,1,Mercedes-Benz,2013,1350000.0,Third Party,Diesel,9,14.84,2143.0,167.62,400.0,white,4.0,4.0,Yes,4591.0,1770.0,1447.0,2760.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4619,Sedan,44276,Automatic,1,Honda,2020,1320000.0,Third Party,Petrol,9,16.4,1497.0,103.7259811197063,12.7,brown,4.0,2.0,No,4390.0,1695.0,1495.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4620,Sedan,99000,Automatic,1,Audi,2015,1998999.0,Third Party,Diesel,9,17.11,1968.0,174.33,380.0,black,4.0,4.0,Yes,4701.0,2040.0,1427.0,2808.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4621,Sedan,78000,Automatic,1,Audi,2015,2499000.0,Third Party,Diesel,9,17.68,1968.0,174.33,380.0,black,4.0,4.0,Yes,4915.0,2086.0,1455.0,2912.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4622,Sedan,70000,Automatic,2,Jaguar,2013,1700000.0,Third Party,Diesel,9,16.36,2179.0,187.7,450.0,white,4.0,4.0,Yes,4961.0,1877.0,1460.0,2909.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4623,Sedan,70000,Automatic,1,Jaguar,2013,1800000.0,Third Party,Diesel,9,16.36,2179.0,187.7,450.0,white,4.0,4.0,Yes,4961.0,1877.0,1460.0,2909.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4624,Sedan,70000,Automatic,1,Jaguar,2013,1750000.0,Third Party,Diesel,9,16.36,2179.0,187.7,450.0,white,4.0,4.0,Yes,4961.0,1877.0,1460.0,2909.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4625,Hatchback,22264,Manual,1,Maruti,2021,429000.0,Third Party,Petrol,9,22.05,796.0,47.33,69.0,white,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4626,Hatchback,103763,Manual,1,Maruti,2018,376000.0,Third Party,Petrol,8,20.89,1197.0,81.8,113.0,white,4.0,4.0,No,3700.0,1690.0,1595.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4627,SUV,109000,Automatic,1,Volvo,2012,1015000.0,Third Party,Diesel,9,14.7,1985.0,163.0,400.0,brown,5.0,4.0,Yes,4627.0,1891.0,1713.0,2774.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4628,Hatchback,49043,Manual,2,Hyundai,2012,312000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,silver,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4629,Hatchback,70666,Automatic,2,Maruti,2017,492000.0,Comprehensive,Petrol,9,23.1,998.0,67.04,90.0,red,3.0,4.0,No,3695.0,1600.0,1560.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4630,SUV,128000,Automatic,1,Land Rover,2011,3700000.0,Third Party,Diesel,9,14.7,2993.0,241.6,600.0,black,6.0,4.0,Yes,4788.0,2170.0,1784.0,2745.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4631,Sedan,65815,Automatic,1,Maruti,2018,800000.0,Comprehensive,Diesel,9,28.4,1248.0,74.02,190.0,silver,4.0,4.0,Yes,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4632,Hatchback,79000,Manual,1,Maruti,2010,165000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,maroon,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4633,Hatchback,48580,Automatic,1,Maruti,2020,831000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,others,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4634,Hatchback,44646,Manual,1,Hyundai,2018,691000.0,Comprehensive,Petrol,9,18.6,1197.0,81.83,114.7,white,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4635,Hatchback,71963,Manual,1,Maruti,2008,175000.0,Comprehensive,Petrol,8,21.79,998.0,67.05,90.0,red,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4636,Hatchback,26678,Manual,2,Hyundai,2017,493000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,red,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4637,Sedan,152000,Manual,1,Honda,2015,599000.0,Third Party,Diesel,9,26.0,1498.0,98.6,200.0,white,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4638,SUV,101000,Automatic,1,Ford,2016,2395000.0,Third Party,Diesel,9,12.62,2198.0,158.0,385.0,maroon,4.0,4.0,Yes,4892.0,1860.0,1837.0,2850.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4639,Hatchback,41000,Manual,1,Chevrolet,2012,320000.0,Third Party,Diesel,9,25.44,936.0,57.6,150.0,silver,3.0,4.0,No,3640.0,1595.0,1520.0,2375.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4640,SUV,109000,Manual,1,Toyota,2018,3150000.0,Third Party,Diesel,9,14.24,2755.0,174.5,420.0,white,4.0,4.0,Yes,4795.0,1855.0,1835.0,2745.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4641,Sedan,83000,Manual,1,Skoda,2017,825000.0,Third Party,Diesel,9,21.13,1498.0,108.6,250.0,white,4.0,4.0,Yes,4413.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4642,Hatchback,80000,Manual,1,Maruti,2012,375000.0,Third Party,Diesel,8,23.2,1248.0,73.94,190.0,blue,4.0,4.0,Yes,3775.0,1680.0,1620.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4643,Hatchback,94514,Manual,3,Maruti,2011,323000.0,Third Party,Diesel,9,22.9,1248.0,74.0,190.0,black,4.0,4.0,Yes,3850.0,1695.0,1530.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4644,Sedan,67037,Manual,1,Maruti,2015,487000.0,Third Party,Petrol,9,22.41,1197.0,88.5,113.0,silver,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4645,SUV,120000,Manual,1,Mahindra,2004,290000.0,Third Party,Diesel,8,10.5,2179.0,120.0,290.0,red,4.0,4.0,Yes,4430.0,1817.0,1975.0,2680.0,5.0,8.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4646,Hatchback,35540,Manual,2,Toyota,2019,709000.0,Comprehensive,Petrol,9,22.35,1197.0,88.5,113.0,white,4.0,4.0,No,3990.0,1745.0,1500.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4647,SUV,47627,Manual,1,Renault,2019,983000.0,Comprehensive,Diesel,9,20.37,1461.0,108.45,240.0,orange,4.0,4.0,Yes,4329.0,1813.0,1626.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4648,Sedan,98000,Automatic,1,Toyota,2009,450000.0,Third Party,Petrol,9,14.53,1794.0,138.1,173.0,white,4.0,4.0,No,4620.0,1776.0,1475.0,2700.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4649,Hatchback,55943,Manual,1,Hyundai,2018,672000.0,Third Party,Petrol,9,18.6,1197.0,81.83,114.7,silver,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4650,SUV,71000,Automatic,1,Hyundai,2018,1350000.0,Third Party,Diesel,9,17.01,1582.0,126.2,259.9,white,4.0,4.0,Yes,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4651,Hatchback,117924,Automatic,1,Maruti,2018,457000.0,Third Party,Petrol,9,23.1,998.0,67.04,90.0,others,3.0,4.0,No,3695.0,1600.0,1560.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4652,Hatchback,92195,Manual,1,Maruti,2013,311000.0,Comprehensive,Petrol,9,18.9,998.0,67.1,90.0,white,3.0,4.0,No,3595.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4653,Sedan,40000,Automatic,3,Hyundai,2003,150000.0,Third Party,Petrol,9,11.0,2359.0,103.7259811197063,23.6,silver,4.0,4.0,No,4800.0,1832.0,1485.0,2730.0,4.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4654,Hatchback,49009,Automatic,1,Maruti,2018,623000.0,Comprehensive,Petrol,9,22.56,1197.0,88.5,113.0,blue,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4655,SUV,31650,Automatic,1,Kia,2020,1090000.0,Comprehensive,Petrol,9,18.3,998.0,118.36,172.0,black,3.0,4.0,Yes,3995.0,1790.0,1642.0,2500.0,7.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4656,MUV,20000,Manual,1,Kia,2022,1600000.0,Third Party,Petrol,9,16.2,1353.0,138.05,242.0,white,4.0,4.0,Yes,4540.0,1800.0,1708.0,2780.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4657,Hatchback,70000,Manual,1,Hyundai,2009,200000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4658,Sedan,39000,Automatic,1,Hyundai,2018,925000.0,Comprehensive,Diesel,9,18.0,1582.0,126.2,259.87,black,4.0,4.0,Yes,4440.0,1729.0,1475.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4659,SUV,10000,Automatic,1,Mahindra,2022,1150000.0,Third Party,Petrol,9,16.5,1197.0,108.62,200.0,others,3.0,4.0,Yes,3995.0,1821.0,1627.0,2600.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4660,SUV,93615,Automatic,1,Hyundai,2018,1150000.0,Comprehensive,Diesel,9,17.01,1582.0,126.2,259.9,white,4.0,4.0,Yes,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4661,MUV,6400,Manual,1,Toyota,2022,2550000.0,Third Party,Petrol,9,8.0,2694.0,163.6,245.0,white,4.0,4.0,No,4735.0,1830.0,1795.0,2750.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4662,Sedan,16727,Manual,2,Maruti,2022,894999.0,Comprehensive,Petrol,9,20.65,1462.0,103.25,138.0,others,4.0,4.0,No,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4663,SUV,63334,Manual,3,Hyundai,2019,1009000.0,Third Party,Petrol,9,15.8,1591.0,121.3,151.0,red,4.0,4.0,No,4270.0,1780.0,1665.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4664,SUV,14000,Manual,1,Nissan,2021,1050000.0,Comprehensive,Petrol,9,20.0,999.0,98.63,160.0,red,3.0,4.0,Yes,3994.0,1758.0,1572.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4665,Hatchback,96540,Manual,1,Maruti,2018,441000.0,Third Party,Petrol,9,20.89,1197.0,81.8,113.0,blue,4.0,4.0,No,3700.0,1690.0,1595.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4666,Sedan,92585,Automatic,1,Toyota,2018,759000.0,Third Party,Petrol,9,17.8,1496.0,105.94,140.0,white,4.0,4.0,No,4425.0,1730.0,1495.0,2550.0,7.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4667,SUV,53861,Manual,1,Ford,2014,425000.0,Third Party,Petrol,9,15.8,1499.0,110.0,140.0,silver,4.0,4.0,No,3999.0,1765.0,1708.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4668,Hatchback,65761,Manual,2,Maruti,2012,306000.0,Third Party,Petrol,8,18.9,998.0,67.1,90.0,silver,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4669,Sedan,67000,Manual,2,Volkswagen,2015,600000.0,Third Party,Diesel,9,22.27,1498.0,108.6,250.0,gold,4.0,4.0,Yes,4390.0,1699.0,1467.0,2553.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4670,SUV,122100,Manual,2,Jeep,2018,1385000.0,Third Party,Diesel,9,17.1,1956.0,170.0,350.0,silver,4.0,4.0,Yes,4395.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4671,Sedan,53873,Automatic,1,Maruti,2017,736000.0,Comprehensive,Diesel,9,28.4,1248.0,74.02,190.0,brown,4.0,4.0,Yes,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4672,SUV,60000,Manual,1,Maruti,2019,840000.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,others,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4673,Hatchback,89197,Manual,2,Maruti,2013,426000.0,Third Party,Diesel,9,22.9,1248.0,74.0,190.0,red,4.0,4.0,Yes,3850.0,1695.0,1530.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4674,Hatchback,30000,Manual,1,Datsun,2020,305000.0,Third Party,Petrol,8,22.7,799.0,53.64,72.0,others,3.0,4.0,No,3429.0,1560.0,1541.0,2348.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4675,Hatchback,70000,Manual,1,Hyundai,2018,629000.0,Third Party,Petrol,9,18.6,1197.0,81.83,114.7,others,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4676,Hatchback,28700,Automatic,1,Maruti,2021,869000.0,Third Party,Petrol,9,19.56,1197.0,81.8,113.0,gray,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4677,Sedan,20000,Automatic,2,Volkswagen,2022,1850000.0,Third Party,Petrol,9,18.12,999.0,113.98,178.0,white,3.0,4.0,Yes,4561.0,1752.0,1507.0,2651.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4678,Hatchback,91629,Manual,1,Hyundai,2012,300000.0,Comprehensive,Petrol,9,20.36,1197.0,78.9,111.8,silver,4.0,4.0,No,3565.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4679,Hatchback,30000,Manual,1,Ford,2021,850000.0,Third Party,Diesel,9,23.8,1499.0,98.96,215.0,white,4.0,4.0,Yes,3954.0,1737.0,1570.0,2490.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4680,Hatchback,7058,Manual,1,Maruti,2022,869999.0,Not Available,Petrol,9,21.01,1197.0,81.8,113.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4681,Sedan,86500,Automatic,1,Maruti,2017,775000.0,Third Party,Diesel,9,28.4,1248.0,74.02,190.0,white,4.0,4.0,Yes,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4682,Sedan,76438,Manual,2,Honda,2015,416000.0,Third Party,Petrol,9,18.0,1198.0,86.7,109.0,brown,4.0,4.0,No,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4683,SUV,24489,Manual,2,Hyundai,2017,1025000.0,Zero Dep,Petrol,9,13.0,1591.0,121.3,151.0,black,4.0,4.0,No,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4684,Hatchback,20000,Automatic,1,Maruti,2022,790000.0,Third Party,Petrol,9,22.56,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4685,Sedan,110600,Manual,1,Hyundai,2017,855000.0,Comprehensive,Diesel,9,23.9,1582.0,126.2,259.9,silver,4.0,4.0,Yes,4375.0,1700.0,1475.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4686,Hatchback,63840,Manual,2,Maruti,2019,649000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4687,Hatchback,74000,Manual,1,Hyundai,2009,229999.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,red,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4688,Hatchback,21314,Manual,1,Tata,2021,599000.0,Zero Dep,Petrol,9,19.01,1199.0,84.82,113.0,silver,3.0,4.0,No,3765.0,1677.0,1535.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4689,Sedan,40007,Automatic,1,Hyundai,2017,900000.0,Comprehensive,Diesel,9,18.0,1582.0,126.2,259.87,white,4.0,4.0,Yes,4440.0,1729.0,1475.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4690,Sedan,89997,Manual,2,Maruti,2015,622000.0,Third Party,Diesel,9,26.59,1248.0,74.0,190.0,red,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
