,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
4479,Hatchback,59126,Manual,1,Maruti,2018,690000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4480,Hatchback,65331,Manual,1,Hyundai,2018,520000.0,Third Party,Petrol,9,18.9,1197.0,81.86,113.75,silver,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4481,Hatchback,45000,Manual,1,Maruti,2017,699000.0,Third Party,Petrol,9,21.1,998.0,100.0,150.0,red,3.0,4.0,Yes,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4482,Hatchback,41378,Manual,2,Maruti,2013,436000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,silver,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4483,Sedan,120000,Manual,1,Tata,2013,250000.0,Third Party,Diesel,9,21.02,1248.0,88.76,200.0,others,4.0,4.0,Yes,4413.0,1703.0,1550.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4484,Sedan,124781,Manual,1,Honda,2014,501999.0,Comprehensive,Petrol,9,17.4,1497.0,117.3,145.0,red,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4485,Hatchback,63313,Manual,1,Maruti,2016,509999.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,silver,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4486,Hatchback,62535,Manual,1,Maruti,2016,660000.0,Third Party,Diesel,9,27.39,1248.0,74.0,190.0,silver,4.0,4.0,Yes,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4487,Hatchback,89581,Manual,1,Maruti,2017,599000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,red,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4488,Sedan,120000,Manual,2,Ford,2011,250000.0,Third Party,Diesel,8,19.68,1399.0,67.0,160.0,others,4.0,2.0,Yes,4282.0,1686.0,1468.0,2486.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4489,Sedan,78866,Automatic,1,Jaguar,2017,3400000.0,Third Party,Diesel,9,13.6,1999.0,177.0,430.0,blue,4.0,4.0,Yes,4795.0,2075.0,1416.0,2835.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4490,Sedan,120000,Automatic,2,Volkswagen,2014,750000.0,Third Party,Diesel,9,16.96,1968.0,138.03,320.0,gray,4.0,4.0,Yes,4659.0,1778.0,1453.0,2648.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4491,SUV,58000,Manual,1,Mahindra,2018,1595000.0,Third Party,Diesel,9,15.1,2179.0,152.87,360.0,maroon,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4492,Hatchback,90000,Manual,1,Maruti,2012,310000.0,Third Party,Petrol,8,21.79,998.0,67.05,90.0,gray,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4493,Hatchback,59000,Manual,1,Maruti,2017,675000.0,Zero Dep,Petrol,9,21.1,998.0,100.0,150.0,blue,3.0,4.0,Yes,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4494,Sedan,66000,Automatic,1,Jaguar,2013,3500000.0,Third Party,Diesel,9,10.5,2993.0,271.2,600.0,white,6.0,4.0,Yes,5247.0,2110.0,1448.0,3157.0,6.0,4.0,Power,Electric,Electric,Tubeless,4.0,Hyderabad
4495,Hatchback,99003,Manual,1,Maruti,2019,392000.0,Comprehensive,Petrol,9,21.7,998.0,67.05,90.0,red,3.0,4.0,No,3565.0,1520.0,1564.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4496,Hatchback,76003,Manual,1,Maruti,2019,401000.0,Third Party,Petrol,9,21.7,998.0,67.05,90.0,silver,3.0,4.0,No,3565.0,1520.0,1564.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4497,SUV,70000,Automatic,1,Audi,2017,4200000.0,Third Party,Diesel,9,14.16,1968.0,174.3,380.0,others,4.0,4.0,Yes,4629.0,2089.0,1655.0,2807.0,7.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4498,Hatchback,101863,Manual,3,Maruti,2017,581000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,silver,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4499,Sedan,107344,Automatic,1,Volkswagen,2018,909000.0,Comprehensive,Diesel,9,22.15,1498.0,108.6,250.0,white,4.0,4.0,Yes,4390.0,1699.0,1467.0,2553.0,7.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4500,Hatchback,56129,Manual,1,Hyundai,2018,543000.0,Third Party,Petrol,9,18.9,1197.0,81.86,113.75,red,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4501,MUV,70599,Manual,1,Maruti,2019,1100000.0,Comprehensive,Diesel,9,24.52,1248.0,88.5,200.0,red,4.0,4.0,Yes,4296.0,1695.0,1685.0,2740.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4502,Sedan,97208,Automatic,1,Honda,2018,743000.0,Comprehensive,Diesel,9,23.8,1498.0,78.9,160.0,white,4.0,4.0,Yes,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4503,Sedan,53509,Manual,2,Skoda,2020,997000.0,Third Party,Petrol,9,18.97,999.0,108.62,175.0,red,3.0,4.0,Yes,4413.0,1699.0,1466.0,2552.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4504,SUV,52000,Manual,1,Jeep,2017,1599000.0,Third Party,Diesel,9,17.1,1956.0,170.0,350.0,white,4.0,4.0,Yes,4395.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4505,Hatchback,97621,Manual,1,Hyundai,2021,811000.0,Third Party,Petrol,9,21.0,1197.0,81.8,114.74,white,4.0,4.0,No,3995.0,1775.0,1505.0,2580.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4506,Hatchback,113000,Manual,1,Hyundai,2009,250000.0,Third Party,Petrol,8,19.81,1086.0,68.05,99.04,red,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4507,MUV,152000,Manual,1,Toyota,2008,650000.0,Third Party,Diesel,9,12.8,2494.0,103.7259811197063,20.4,red,4.0,4.0,No,4.0,1.0,1.0,2.0,5.0,8.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4508,SUV,78000,Manual,1,Maruti,2018,975000.0,Third Party,Diesel,9,25.1,1248.0,88.5,200.0,white,4.0,4.0,Yes,4300.0,1785.0,1595.0,2600.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4509,Sedan,93000,Automatic,1,Audi,2011,1199000.0,Third Party,Diesel,9,16.55,1968.0,147.51,320.0,white,4.0,4.0,Yes,4701.0,2040.0,1427.0,2808.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4510,Sedan,48000,Manual,1,Mercedes-Benz,2001,999000.0,Third Party,Petrol,9,13.0,2987.0,103.7259811197063,50.0,silver,6.0,4.0,Yes,5206.0,1871.0,1473.0,3165.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4511,MUV,55000,Manual,1,Chevrolet,2013,525000.0,Third Party,Diesel,9,18.2,1248.0,73.8,172.5,white,4.0,4.0,Yes,4305.0,1680.0,1750.0,2720.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4512,Sedan,131852,Manual,1,Maruti,2012,420000.0,Third Party,Diesel,9,19.3,1248.0,73.9,190.0,white,4.0,4.0,Yes,4160.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4513,Hatchback,20000,Manual,1,Maruti,2021,600000.0,Third Party,Petrol,9,21.21,1197.0,81.8,113.0,others,4.0,4.0,No,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4514,SUV,44416,Manual,1,Renault,2019,996000.0,Third Party,Diesel,9,19.6,1461.0,108.45,245.0,blue,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4515,Hatchback,69408,Manual,3,Honda,2012,311000.0,Comprehensive,Petrol,9,19.4,1198.0,86.8,109.0,red,4.0,4.0,No,3610.0,1680.0,1500.0,2345.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4516,SUV,10000,Manual,1,Volkswagen,2022,1700000.0,Third Party,Petrol,9,20.08,999.0,113.98,178.0,black,3.0,4.0,Yes,4221.0,1760.0,1612.0,2651.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4517,Hatchback,78911,Manual,2,Maruti,2016,572000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4518,Hatchback,85298,Manual,1,Datsun,2017,307000.0,Zero Dep,Petrol,9,19.02,1198.0,67.05,104.0,red,3.0,4.0,No,3788.0,1636.0,1507.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4519,Sedan,60529,Manual,1,Honda,2014,454000.0,Third Party,Petrol,9,17.4,1497.0,117.3,145.0,white,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4520,Sedan,115276,Manual,2,Skoda,2017,775000.0,Comprehensive,Diesel,9,21.13,1498.0,108.6,250.0,silver,4.0,4.0,Yes,4413.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4521,SUV,60000,Automatic,1,Maruti,2019,850000.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,others,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4522,SUV,30241,Manual,1,Renault,2020,907000.0,Third Party,Petrol,8,16.42,1498.0,104.55,142.0,white,4.0,4.0,No,4360.0,1822.0,1695.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4523,Hatchback,24197,Manual,1,Hyundai,2019,509000.0,Comprehensive,Petrol,9,20.3,1086.0,68.0,99.0,others,4.0,3.0,No,3610.0,1645.0,1560.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4524,Hatchback,44981,Manual,1,Hyundai,2021,940000.0,Third Party,Petrol,9,20.0,998.0,118.41,172.0,white,3.0,4.0,Yes,3995.0,1775.0,1505.0,2580.0,5.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Hyderabad
4525,Hatchback,85497,Manual,2,Nissan,2011,227000.0,Comprehensive,Diesel,9,23.08,1461.0,63.1,160.0,maroon,4.0,2.0,No,3780.0,1665.0,1525.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4526,SUV,20000,Automatic,1,Audi,2022,6200000.0,Third Party,Petrol,9,13.47,1984.0,245.59,370.0,others,4.0,4.0,No,4682.0,1893.0,1653.0,2819.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4527,Hatchback,30000,Manual,1,Maruti,2019,650000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,others,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4528,Hatchback,80000,Manual,1,Maruti,2017,580000.0,Third Party,Diesel,9,28.4,1248.0,74.0,190.0,gray,4.0,4.0,Yes,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4529,Hatchback,41000,Automatic,1,Honda,2017,595000.0,Third Party,Petrol,9,16.5,1198.0,86.8,109.0,white,4.0,4.0,No,3610.0,1680.0,1500.0,2345.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4530,SUV,73000,Automatic,1,Hyundai,2017,1100000.0,Third Party,Diesel,9,17.01,1582.0,126.2,259.9,black,4.0,4.0,Yes,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4531,Sedan,40000,Manual,1,Maruti,2022,770000.0,Third Party,Petrol,9,22.41,1197.0,88.5,113.0,others,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4532,Hatchback,27000,Manual,1,Maruti,2018,695000.0,Comprehensive,Petrol,9,22.0,1197.0,81.8,113.0,red,4.0,4.0,No,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4533,Hatchback,57380,Manual,3,Tata,2018,496000.0,Comprehensive,Petrol,9,23.84,1199.0,84.0,114.0,silver,3.0,4.0,No,3746.0,1647.0,1535.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4534,Sedan,81334,Automatic,1,Hyundai,2018,1261000.0,Third Party,Diesel,9,18.23,1582.0,126.2,259.88,silver,4.0,4.0,Yes,4570.0,1800.0,1465.0,2700.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Hyderabad
4535,Sedan,70000,Manual,1,Maruti,2022,875000.0,Third Party,CNG,9,31.12,1197.0,76.43,98.5,others,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4536,SUV,32483,Manual,1,Tata,2021,927999.0,Third Party,Diesel,9,23.22,1497.0,113.42,260.0,red,4.0,4.0,Yes,3993.0,1811.0,1606.0,2498.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4537,SUV,71220,Manual,2,Maruti,2016,803999.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,blue,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4538,SUV,17459,Manual,1,Kia,2021,1100000.0,Not Available,Petrol,9,18.2,998.0,118.36,172.0,black,3.0,4.0,Yes,3995.0,1790.0,1642.0,2500.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4539,SUV,6517,Manual,1,Maruti,2023,1275000.0,Comprehensive,Petrol,9,17.38,1462.0,101.65,136.8,white,4.0,4.0,No,3995.0,1790.0,1685.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4540,SUV,70427,Manual,1,Hyundai,2018,950000.0,Comprehensive,Diesel,8,22.1,1396.0,88.7,219.7,black,4.0,4.0,No,4270.0,1780.0,1665.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4541,Hatchback,52306,Automatic,1,Maruti,2018,400000.0,Comprehensive,Petrol,9,23.95,998.0,67.1,90.0,gray,3.0,4.0,No,3545.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4542,Sedan,111670,Automatic,1,Volkswagen,2015,550000.0,Comprehensive,Diesel,9,21.21,1498.0,103.2,250.0,white,4.0,4.0,Yes,4384.0,1699.0,1466.0,2552.0,7.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4543,Hatchback,40000,Manual,1,Maruti,2019,475000.0,Third Party,Petrol,9,21.79,998.0,67.05,90.0,others,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4544,Hatchback,67000,Manual,1,Hyundai,2017,720000.0,Third Party,Diesel,9,21.19,1396.0,88.73,220.0,silver,4.0,4.0,Yes,3995.0,1760.0,1555.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4545,Sedan,77000,Automatic,1,BMW,2018,4050000.0,Third Party,Diesel,9,20.37,1995.0,187.74,400.0,blue,4.0,4.0,Twin,4936.0,2126.0,1466.0,2975.0,8.0,5.0,Power,Disc,Disc,Runflat,4.0,Hyderabad
4546,SUV,71000,Automatic,1,BMW,2016,3875000.0,Third Party,Diesel,9,15.97,2993.0,258.0,560.0,black,6.0,4.0,Yes,4886.0,1938.0,1762.0,2933.0,8.0,5.0,Power,Disc,Disc,Runflat,5.0,Hyderabad
4547,Sedan,88471,Manual,3,Honda,2012,417000.0,Third Party,Petrol,9,16.8,1497.0,116.3,146.0,silver,4.0,4.0,No,4440.0,1695.0,1485.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4548,Hatchback,88479,Manual,1,Hyundai,2018,532000.0,Third Party,Diesel,9,24.0,1186.0,73.97,190.24,silver,3.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4549,MUV,39000,Manual,1,Maruti,2020,1150000.0,Third Party,Petrol,9,19.01,1462.0,103.2,138.0,blue,4.0,4.0,No,4445.0,1775.0,1700.0,2740.0,5.0,6.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4550,Sedan,50003,Automatic,1,Volkswagen,2018,944000.0,Comprehensive,Diesel,9,22.15,1498.0,108.6,250.0,blue,4.0,4.0,Yes,4390.0,1699.0,1467.0,2553.0,7.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4551,Hatchback,82163,Manual,1,Hyundai,2017,501000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,others,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4552,Hatchback,40000,Manual,1,Maruti,2022,850000.0,Third Party,Petrol,9,22.35,1197.0,88.5,113.0,white,4.0,4.0,No,3990.0,1745.0,1500.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4553,Hatchback,108560,Manual,1,Maruti,2016,472000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4554,SUV,70000,Manual,1,Mahindra,2014,860000.0,Third Party,Diesel,9,15.1,2179.0,140.0,330.0,black,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4555,Hatchback,28292,Manual,1,Datsun,2021,469000.0,Third Party,Petrol,9,21.7,999.0,67.05,91.0,brown,3.0,4.0,No,3435.0,1574.0,1546.0,2348.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4556,Hatchback,117467,Manual,1,Maruti,2017,289000.0,Comprehensive,Petrol,8,24.7,796.0,47.3,69.0,silver,3.0,4.0,No,3430.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4557,Hatchback,65000,Manual,1,Maruti,2019,690000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,maroon,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4558,Hatchback,60541,Manual,1,Hyundai,2012,321000.0,Third Party,Petrol,9,20.36,1197.0,78.9,111.8,red,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4559,SUV,60000,Manual,1,Ford,2015,575000.0,Third Party,Petrol,9,18.88,999.0,123.37,170.0,silver,3.0,4.0,Yes,3999.0,1765.0,1708.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4560,Sedan,76355,Manual,1,Honda,2019,890000.0,Third Party,Petrol,9,17.4,1497.0,117.6,145.0,white,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4561,Hatchback,60000,Automatic,1,Maruti,2021,525000.0,Third Party,Petrol,9,21.7,998.0,67.05,90.0,others,3.0,4.0,No,3565.0,1520.0,1564.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4562,SUV,50000,Manual,1,Nissan,2019,900000.0,Third Party,Diesel,9,19.87,1461.0,83.14,200.0,others,4.0,4.0,Yes,4331.0,1822.0,1671.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4563,SUV,96000,Manual,1,MG,2019,1650000.0,Third Party,Diesel,9,17.41,1956.0,167.68,350.0,silver,4.0,4.0,Yes,4655.0,1835.0,1760.0,2750.0,6.0,5.0,Power,Disc,Disc,Radial,5.0,Hyderabad
4564,SUV,63000,Manual,1,Mahindra,2020,1120000.0,Third Party,Diesel,9,20.0,1497.0,115.0,300.0,red,4.0,4.0,Yes,3995.0,1821.0,1627.0,2600.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4565,Hatchback,40000,Manual,1,Hyundai,2020,599000.0,Third Party,Petrol,9,20.7,1197.0,81.86,113.8,blue,4.0,4.0,No,3805.0,1680.0,1520.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4566,SUV,30000,Manual,1,Hyundai,2021,1019999.0,Third Party,Petrol,9,18.0,998.0,118.35,171.6,others,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,6.0,5.0,Electronic,Disc,Drum,Radial,5.0,Hyderabad
4567,Sedan,101543,Manual,1,Maruti,2014,443000.0,Comprehensive,Petrol,9,22.41,1197.0,88.5,113.0,silver,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Hyderabad
4568,Hatchback,66424,Manual,1,Maruti,2016,644000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,blue,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4569,SUV,120000,Manual,1,Maruti,2020,750000.0,Third Party,Petrol,9,18.55,1462.0,103.25,138.0,others,4.0,4.0,No,4300.0,1785.0,1595.0,2600.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4570,Hatchback,33433,Manual,1,Tata,2018,519000.0,Third Party,Petrol,9,23.84,1199.0,84.0,114.0,orange,3.0,4.0,No,3746.0,1647.0,1535.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4571,Hatchback,72169,Manual,1,Hyundai,2016,695000.0,Third Party,Diesel,9,22.54,1396.0,88.73,219.7,red,4.0,4.0,Yes,3985.0,1734.0,1505.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4572,Sedan,48175,Automatic,1,Honda,2018,981000.0,Third Party,Petrol,9,18.0,1497.0,117.6,145.0,brown,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4573,Hatchback,73452,Manual,1,Maruti,2014,425000.0,Third Party,Petrol,8,23.1,998.0,67.04,90.0,yellow,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4574,SUV,54807,Automatic,1,MG,2020,1537000.0,Third Party,Petrol,9,13.96,1451.0,141.0,250.0,white,4.0,4.0,Yes,4655.0,1835.0,1760.0,2750.0,6.0,5.0,Power,Disc,Disc,Radial,5.0,Hyderabad
4575,Hatchback,47118,Manual,1,Maruti,2017,323000.0,Comprehensive,Petrol,8,22.05,796.0,47.33,69.0,blue,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4576,SUV,100000,Manual,1,Tata,2017,700000.0,Third Party,Petrol,9,17.0,1198.0,108.5,170.0,gray,3.0,4.0,Yes,3994.0,1811.0,1607.0,2498.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4577,SUV,41192,Manual,1,Nissan,2021,809000.0,Zero Dep,Petrol,9,18.75,999.0,71.02,96.0,white,3.0,4.0,No,3994.0,1758.0,1572.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Hyderabad
4578,SUV,70000,Manual,1,Tata,2019,1785000.0,Third Party,Diesel,9,17.0,1956.0,138.1,350.0,others,4.0,4.0,Yes,4598.0,1894.0,1706.0,2741.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Hyderabad
4579,SUV,105264,Automatic,1,Ford,2016,2650000.0,Third Party,Diesel,9,10.91,3198.0,197.0,470.0,red,4.0,4.0,Yes,4892.0,1860.0,1837.0,2850.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4580,SUV,70000,Automatic,1,Honda,2012,1195000.0,Third Party,Petrol,9,11.1,2354.0,158.8,218.0,brown,4.0,4.0,No,4575.0,1820.0,1680.0,2620.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4581,SUV,50380,Automatic,1,Land Rover,2017,4800000.0,Third Party,Diesel,9,15.68,1999.0,177.0,430.0,red,4.0,4.0,Yes,4360.0,2120.0,1635.0,2660.0,9.0,5.0,Power,Disc,Disc,Tubeless,5.0,Hyderabad
4582,Sedan,80000,Manual,2,Tata,2010,245000.0,Third Party,Diesel,9,19.0,1248.0,103.7259811197063,200.0,white,4.0,4.0,No,4413.0,1703.0,1550.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4583,Hatchback,51000,Manual,1,Maruti,2016,425000.0,Third Party,Petrol,9,23.1,998.0,67.04,90.0,gray,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
4584,Hatchback,31846,Manual,1,Renault,2017,385000.0,Third Party,Petrol,9,23.01,999.0,67.0,91.0,silver,3.0,4.0,No,3679.0,1579.0,1478.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Hyderabad
